Hour,Region,GridPurchase_MW,GridSell_MW,DirectRenewable_MW,RenewableCharge_MW,GridCharge_MW,Curtailment_MW,Discharge_MW,SOC_MWh,ElectricityPrice,SellPrice,CarbonIntensity,AvailableRenewable_MW,NetGridImport_MW
980,RegionD,0.0,180.0,306.3808,53.80920000000003,0.0,0.0,0.0,595.8834404014794,627.29,489.29,0.4178,540.19,-180.0
981,RegionD,0.0,180.0,330.22,0.0,0.0,0.0,26.055199573376,567.8670967741934,627.42,489.39,0.4261,510.22,-180.0
982,RegionD,0.0,180.0,320.0,0.0,0.0,0.0,85.75999999999999,475.6520430107526,389.52,303.83,0.4333,500.0,-180.0
983,RegionD,0.0,180.0,330.22,0.0,0.0,0.0,97.78640042662403,370.5053758853504,389.62,303.9,0.439,510.22,-180.0
984,RegionD,0.0,180.0,360.19000000000005,0.0,0.0,0.0,113.94759999999991,247.98107481008174,281.46,219.54,0.4426,540.19,-180.0
985,RegionD,0.0,180.0,407.87,0.0,0.0,0.0,79.13159999999999,162.8933328745979,281.54,219.6,0.444,587.87,-180.0
986,RegionD,0.0,180.0,470.0,0.0,0.0,0.0,62.23680000000002,95.97204255201723,281.63,219.67,0.4432,650.0,-180.0
987,RegionD,0.0,180.0,542.35,0.0,0.0,0.0,5.553999573376018,90.0,281.71,219.73,0.4402,722.35,-180.0
988,RegionD,0.0,180.0,562.88,0.0,0.0,57.120000000000005,0.0,90.0,281.8,219.8,0.4352,800.0,-180.0
989,RegionD,0.0,180.0,607.065600426624,0.0,0.0,90.584399573376,0.0,90.0,281.9,219.88,0.4286,877.65,-180.0
990,RegionD,0.0,180.0,574.4768,0.0,0.0,195.52319999999997,0.0,90.0,282.0,219.96,0.4208,950.0,-180.0
991,RegionD,0.0,180.0,615.206400426624,0.0,0.0,216.923599573376,0.0,90.0,434.0,338.52,0.4125,1012.13,-180.0
992,RegionD,0.0,180.0,620.608000426624,-0.0,0.0,259.20199957337593,0.0,90.0,434.16,338.64,0.4042,1059.81,-180.0
993,RegionD,0.0,180.0,565.183999573376,0.0,0.0,344.59600042662396,0.0,90.0,434.33,338.78,0.3965,1089.78,-180.0
994,RegionD,0.0,180.0,530.649599573376,0.0,0.0,389.350400426624,0.0,90.0,434.5,338.91,0.3899,1100.0,-180.0
995,RegionD,0.0,180.0,470.732799573376,-0.0,0.0,439.04720042662393,0.0,90.0,434.68,339.05,0.385,1089.78,-180.0
996,RegionD,0.0,180.0,458.3552,-0.0,0.0,421.4548,0.0,90.0,434.86,339.19,0.3821,1059.81,-180.0
997,RegionD,0.0,180.0,427.847680426624,-0.0,0.0,404.28231957337607,0.0,90.0,435.05,339.34,0.3814,1012.13,-180.0
998,RegionD,0.0,180.0,397.55008042662405,-0.0,0.0,372.44991957337595,0.0,90.0,435.24,339.49,0.3829,950.0,-180.0
999,RegionD,0.0,180.0,366.5024000000001,0.0,0.0,331.1475999999999,0.0,90.0,435.43,339.64,0.3867,877.65,-180.0
1000,RegionD,0.0,180.0,322.8672,-0.0,0.0,297.1328,0.0,90.0,435.62,339.78,0.3925,800.0,-180.0
1001,RegionD,0.0,180.0,322.214399573376,109.7594015105802,0.0,110.37619891604379,0.0,193.1738374199454,631.94,492.91,0.3999,722.35,-180.0
1002,RegionD,0.0,180.0,315.007999573376,154.99200042662397,0.0,0.0,0.0,338.8663178209719,632.23,493.14,0.4085,650.0,-180.0
1003,RegionD,0.0,180.0,317.45279999999997,90.41720000000004,0.0,0.0,0.0,423.85848582097196,632.52,493.37,0.4177,587.87,-180.0
1004,RegionD,0.0,180.0,279.3856,80.80440000000004,0.0,0.0,0.0,499.814621820972,632.82,493.6,0.4268,540.19,-180.0
1005,RegionD,0.0,180.0,330.22,0.0,0.0,0.0,34.029599573376004,463.22365453777195,633.12,493.83,0.4354,510.22,-180.0
1006,RegionD,0.0,180.0,320.0,0.0,0.0,0.0,1.4591995733759973,461.6546227384429,393.15,306.66,0.4428,500.0,-180.0
1007,RegionD,0.0,180.0,330.22,0.0,0.0,0.0,73.97839999999997,382.1079560717763,393.34,306.81,0.4486,510.22,-180.0
1008,RegionD,0.0,180.0,360.19000000000005,0.0,0.0,0.0,80.71879999999993,295.31354746962586,284.21,221.68,0.4525,540.19,-180.0
1009,RegionD,0.0,180.0,407.87,0.0,0.0,0.0,111.05479957337604,175.8997844875011,284.35,221.79,0.4541,587.87,-180.0
1010,RegionD,0.0,180.0,470.0,0.0,0.0,0.0,59.66399957337603,111.74494623655914,284.48,221.89,0.4534,650.0,-180.0
1011,RegionD,0.0,180.0,542.35,0.0,0.0,0.0,20.222800000000007,90.0,284.61,222.0,0.4505,722.35,-180.0
1012,RegionD,0.0,180.0,607.526400426624,0.0,0.0,12.473599573375964,0.0,90.0,284.75,222.11,0.4456,800.0,-180.0
1013,RegionD,0.0,180.0,602.329599573376,-0.0,0.0,95.32040042662402,0.0,90.0,284.88,222.21,0.4391,877.65,-180.0
1014,RegionD,0.0,180.0,646.848000426624,-0.0,0.0,123.15199957337597,0.0,90.0,285.01,222.31,0.4315,950.0,-180.0
1015,RegionD,0.0,180.0,584.921599573376,-0.0,0.0,247.20840042662394,0.0,90.0,438.68,342.17,0.4233,1012.13,-180.0
1016,RegionD,0.0,180.0,621.056000426624,0.0,0.0,258.75399957337595,0.0,90.0,438.87,342.32,0.415,1059.81,-180.0
1017,RegionD,0.0,180.0,573.068799573376,0.0,0.0,336.7112004266239,0.0,90.0,439.07,342.47,0.4074,1089.78,-180.0
1018,RegionD,0.0,180.0,486.412800426624,0.0,0.0,433.587199573376,0.0,90.0,439.26,342.62,0.4008,1100.0,-180.0
1019,RegionD,0.0,180.0,483.8272004266241,0.0,0.0,425.95279957337584,0.0,90.0,439.45,342.77,0.3959,1089.78,-180.0
1020,RegionD,0.0,180.0,485.887999573376,0.0,0.0,393.922000426624,0.0,90.0,439.63,342.91,0.393,1059.81,-180.0
1021,RegionD,0.0,180.0,433.45023957337605,0.0,0.0,398.67976042662394,0.0,90.0,439.81,343.05,0.3923,1012.13,-180.0
1022,RegionD,0.0,180.0,396.53504000000004,-0.0,0.0,373.46496,0.0,90.0,439.99,343.19,0.3938,950.0,-180.0
1023,RegionD,0.0,180.0,345.60512000000006,0.0,0.0,352.0448799999999,0.0,90.0,440.16,343.32,0.3976,877.65,-180.0
1024,RegionD,0.0,180.0,316.9152,0.0,0.0,303.0848,0.0,90.0,440.33,343.46,0.4033,800.0,-180.0
1025,RegionD,0.0,180.0,280.47359957337596,83.71156189963534,0.0,178.16483852698877,0.0,168.6888681856572,638.71,498.19,0.4107,722.35,-180.0
1026,RegionD,0.0,180.0,305.472000426624,164.527999573376,0.0,0.0,0.0,323.34518778463064,638.93,498.37,0.4192,650.0,-180.0
1027,RegionD,0.0,180.0,303.078400426624,104.791599573376,0.0,0.0,0.0,421.84929138360405,639.15,498.54,0.4282,587.87,-180.0
1028,RegionD,0.0,180.0,273.0752,87.11480000000006,0.0,0.0,0.0,503.73720338360414,639.36,498.7,0.4373,540.19,-180.0
1029,RegionD,0.0,180.0,330.22,0.0,0.0,0.0,45.70319957337597,454.59397803588803,639.56,498.86,0.4457,510.22,-180.0
1030,RegionD,0.0,180.0,320.0,0.0,0.0,0.0,8.460800000000006,445.49634362728585,397.09,309.73,0.453,500.0,-180.0
1031,RegionD,0.0,180.0,330.22,0.0,0.0,0.0,64.224799573376,376.43741935483854,397.2,309.82,0.4586,510.22,-180.0
1032,RegionD,0.0,180.0,360.19000000000005,0.0,0.0,0.0,88.69319999999993,281.06838709677413,286.94,223.81,0.4623,540.19,-180.0
1033,RegionD,0.0,180.0,407.87,0.0,0.0,0.0,69.17320042662402,206.68860169180206,287.02,223.88,0.4637,587.87,-180.0
1034,RegionD,0.0,180.0,470.0,0.0,0.0,0.0,81.23199999999997,119.34236513266231,287.08,223.92,0.4629,650.0,-180.0
1035,RegionD,0.0,180.0,542.35,0.0,0.0,0.0,27.288399573375955,90.0,287.15,223.98,0.4598,722.35,-180.0
1036,RegionD,0.0,180.0,597.132800426624,-0.0,0.0,22.867199573375956,0.0,90.0,287.2,224.02,0.4547,800.0,-180.0
1037,RegionD,0.0,180.0,594.534399573376,-0.0,0.0,103.11560042662393,0.0,90.0,287.26,224.06,0.4479,877.65,-180.0
1038,RegionD,0.0,180.0,609.2928,-0.0,0.0,160.70719999999994,0.0,90.0,287.3,224.09,0.44,950.0,-180.0
1039,RegionD,0.0,180.0,616.960000426624,0.0,0.0,215.169999573376,0.0,90.0,442.07,344.81,0.4315,1012.13,-180.0
1040,RegionD,0.0,180.0,581.887999573376,0.0,0.0,297.922000426624,0.0,90.0,442.13,344.86,0.423,1059.81,-180.0
1041,RegionD,0.0,180.0,526.758400426624,0.0,0.0,383.02159957337597,0.0,90.0,442.17,344.89,0.4151,1089.78,-180.0
1042,RegionD,0.0,180.0,539.494399573376,0.0,0.0,380.505600426624,0.0,90.0,442.21,344.92,0.4083,1100.0,-180.0
1043,RegionD,0.0,180.0,485.52959957337595,-0.0,0.0,424.2504004266241,0.0,90.0,442.24,344.95,0.4031,1089.78,-180.0
1044,RegionD,0.0,180.0,479.8592,0.0,0.0,399.95079999999996,0.0,90.0,442.27,344.97,0.3998,1059.81,-180.0
1045,RegionD,0.0,180.0,432.77823957337597,-0.0,0.0,399.35176042662397,0.0,90.0,442.28,344.98,0.3988,1012.13,-180.0
1046,RegionD,0.0,180.0,396.58239957337605,-0.0,0.0,373.41760042662395,0.0,90.0,442.28,344.98,0.4,950.0,-180.0
1047,RegionD,0.0,180.0,370.841600426624,-0.0,0.0,326.808399573376,0.0,90.0,442.28,344.98,0.4034,877.65,-180.0
1048,RegionD,0.0,180.0,346.25279957337597,-0.0,0.0,273.74720042662403,0.0,90.0,442.26,344.96,0.4088,800.0,-180.0
1049,RegionD,0.0,180.0,313.0624,62.92149714072445,0.0,166.36610285927554,0.0,149.14620731228098,641.25,500.18,0.4158,722.35,-180.0
1050,RegionD,0.0,180.0,278.1312,191.86880000000002,0.0,0.0,0.0,329.502879312281,641.2,500.14,0.4239,650.0,-180.0
1051,RegionD,0.0,180.0,280.6016,127.26839999999999,0.0,0.0,0.0,449.135175312281,641.14,500.09,0.4326,587.87,-180.0
1052,RegionD,0.0,180.0,317.235199573376,42.95480042662405,0.0,0.0,0.0,489.51268771330757,641.07,500.03,0.4413,540.19,-180.0
1053,RegionD,0.0,180.0,330.22,0.0,0.0,0.0,29.26799957337596,458.0417204301076,640.99,499.97,0.4493,510.22,-180.0
1054,RegionD,0.0,180.0,320.0,0.0,0.0,0.0,62.33599957337606,391.0137638995957,397.79,310.28,0.4562,500.0,-180.0
1055,RegionD,0.0,180.0,330.22,0.0,0.0,0.0,81.08239999999995,303.8283875555097,397.72,310.22,0.4615,510.22,-180.0
1056,RegionD,0.0,180.0,360.19000000000005,0.0,0.0,0.0,91.16359999999997,205.80301121142372,287.19,224.01,0.4647,540.19,-180.0
1057,RegionD,0.0,180.0,407.87,0.0,0.0,0.0,53.51879957337604,148.25591489596562,287.13,223.96,0.4658,587.87,-180.0
1058,RegionD,0.0,180.0,470.0,0.0,0.0,0.0,44.25280042662405,100.67225852325159,287.06,223.91,0.4645,650.0,-180.0
1059,RegionD,0.0,180.0,542.35,0.0,0.0,0.0,2.4436004266239024,98.04473118279577,286.99,223.85,0.461,722.35,-180.0
1060,RegionD,0.0,180.0,620.0,0.0,0.0,0.0,7.481600000000071,90.0,286.91,223.79,0.4555,800.0,-180.0
1061,RegionD,0.0,180.0,598.297599573376,0.0,0.0,99.35240042662394,0.0,90.0,286.82,223.72,0.4483,877.65,-180.0
1062,RegionD,0.0,180.0,595.814400426624,-0.0,0.0,174.18559957337595,0.0,90.0,286.74,223.66,0.44,950.0,-180.0
1063,RegionD,0.0,180.0,606.2592,0.0,0.0,225.87080000000003,0.0,90.0,440.99,343.97,0.4311,1012.13,-180.0
1064,RegionD,0.0,180.0,583.6416,0.0,0.0,296.1683999999999,0.0,90.0,440.83,343.85,0.4222,1059.81,-180.0
1065,RegionD,0.0,180.0,564.211199573376,0.0,0.0,345.56880042662397,0.0,90.0,440.67,343.72,0.4139,1089.78,-180.0
1066,RegionD,0.0,180.0,494.1312,-0.0,0.0,425.86879999999996,0.0,90.0,440.5,343.59,0.4067,1100.0,-180.0
1067,RegionD,0.0,180.0,482.40640042662403,-0.0,0.0,427.37359957337594,0.0,90.0,440.32,343.45,0.401,1089.78,-180.0
1068,RegionD,0.0,180.0,433.04960042662395,0.0,0.0,446.76039957337593,0.0,90.0,440.14,343.31,0.3974,1059.81,-180.0
1069,RegionD,0.0,180.0,449.24160000000006,0.0,0.0,382.88839999999993,0.0,90.0,439.95,343.16,0.396,1012.13,-180.0
1070,RegionD,0.0,180.0,406.067199573376,-0.0,0.0,363.932800426624,0.0,90.0,439.75,343.0,0.3968,950.0,-180.0
1071,RegionD,0.0,180.0,374.68927957337604,-0.0,0.0,322.96072042662394,0.0,90.0,439.55,342.85,0.3998,877.65,-180.0
1072,RegionD,0.0,180.0,336.32000042662406,0.0,0.0,283.67999957337594,0.0,90.0,439.34,342.69,0.4048,800.0,-180.0
1073,RegionD,0.0,180.0,296.3968,31.371405658604363,0.0,214.58179434139572,0.0,119.4891213190881,636.72,496.64,0.4114,722.35,-180.0
1074,RegionD,0.0,180.0,296.115199573376,173.884800426624,0.0,0.0,0.0,282.94083372011465,636.4,496.39,0.4192,650.0,-180.0
1075,RegionD,0.0,180.0,267.45600042662403,140.41399957337597,0.0,0.0,0.0,414.92999331908806,636.07,496.13,0.4275,587.87,-180.0
1076,RegionD,0.0,180.0,302.2592,57.93080000000003,0.0,0.0,0.0,469.3849453190881,635.73,495.87,0.4358,540.19,-180.0
1077,RegionD,0.0,180.0,330.22,0.0,0.0,0.0,20.10319999999996,447.76860123306665,635.38,495.6,0.4435,510.22,-180.0
1078,RegionD,0.0,180.0,320.0,0.0,0.0,0.0,59.072000426624015,384.2503212044387,394.16,307.44,0.4501,500.0,-180.0
1079,RegionD,0.0,180.0,330.22,0.0,0.0,0.0,68.02639957337595,311.10365499650754,393.93,307.27,0.455,510.22,-180.0
1080,RegionD,0.0,180.0,360.19000000000005,0.0,0.0,0.0,52.92999999999995,254.18967650188392,284.34,221.79,0.4579,540.19,-180.0
1081,RegionD,0.0,180.0,407.87,0.0,0.0,0.0,91.91879957337602,155.3522576057807,284.18,221.66,0.4586,587.87,-180.0
1082,RegionD,0.0,180.0,470.0,0.0,0.0,0.0,60.77759957337605,90.0,284.01,221.53,0.4571,650.0,-180.0
1083,RegionD,0.0,180.0,539.9680000000001,-0.0,0.0,2.381999999999948,0.0,90.0,283.83,221.39,0.4533,722.35,-180.0
1084,RegionD,0.0,180.0,592.2176000000001,0.0,0.0,27.78239999999994,0.0,90.0,283.66,221.25,0.4475,800.0,-180.0
1085,RegionD,0.0,180.0,575.3728,-0.0,0.0,122.2772,0.0,90.0,283.49,221.12,0.4401,877.65,-180.0
1086,RegionD,0.0,180.0,605.2223995733759,-0.0,0.0,164.77760042662408,0.0,90.0,283.31,220.98,0.4315,950.0,-180.0
1087,RegionD,0.0,180.0,562.0992,0.0,0.0,270.0308,0.0,90.0,435.59,339.76,0.4223,1012.13,-180.0
1088,RegionD,0.0,180.0,598.8864,0.0,0.0,280.92359999999996,0.0,90.0,435.31,339.54,0.4132,1059.81,-180.0
1089,RegionD,0.0,180.0,564.6336,-0.0,0.0,345.14639999999997,0.0,90.0,435.03,339.32,0.4046,1089.78,-180.0
1090,RegionD,0.0,180.0,536.5631995733761,0.0,0.0,383.4368004266239,0.0,90.0,434.76,339.11,0.3972,1100.0,-180.0
1091,RegionD,0.0,180.0,489.88160000000005,-0.0,0.0,419.8983999999999,0.0,90.0,434.48,338.89,0.3914,1089.78,-180.0
1092,RegionD,0.0,180.0,453.46560000000005,0.0,0.0,426.34439999999995,0.0,90.0,434.2,338.68,0.3875,1059.81,-180.0
1093,RegionD,0.0,180.0,416.0256,0.0,0.0,416.10439999999994,0.0,90.0,433.92,338.46,0.3859,1012.13,-180.0
1094,RegionD,0.0,180.0,399.55456,0.0,0.0,370.44543999999996,0.0,90.0,433.64,338.24,0.3866,950.0,-180.0
1095,RegionD,0.0,180.0,374.280960426624,-0.0,0.0,323.36903957337597,0.0,90.0,433.36,338.02,0.3895,877.65,-180.0
1096,RegionD,0.0,180.0,315.65184,-0.0,0.0,304.34816,0.0,90.0,433.09,337.81,0.3944,800.0,-180.0
1097,RegionD,0.0,180.0,339.225600426624,97.000288691143,0.0,106.12411088223297,0.0,181.18027136967441,627.57,489.5,0.4009,722.35,-180.0
1098,RegionD,0.0,180.0,300.275199573376,169.72480042662397,0.0,0.0,0.0,340.72158377070093,627.18,489.2,0.4085,650.0,-180.0
1099,RegionD,0.0,180.0,323.712,84.15800000000002,0.0,0.0,0.0,419.83010377070093,626.78,488.89,0.4167,587.87,-180.0
1100,RegionD,0.0,180.0,298.3808,61.80920000000003,0.0,0.0,0.0,477.93075177070097,626.39,488.58,0.425,540.19,-180.0
1101,RegionD,0.0,180.0,330.22,0.0,0.0,0.0,16.211999999999932,460.4984937061849,626.0,488.28,0.4326,510.22,-180.0
1102,RegionD,0.0,180.0,320.0,0.0,0.0,0.0,43.289599573375995,413.95053717567305,388.32,302.89,0.4392,500.0,-180.0
1103,RegionD,0.0,180.0,330.22,0.0,0.0,0.0,82.93839999999994,324.7694619068559,388.08,302.7,0.4441,510.22,-180.0
1104,RegionD,0.0,180.0,360.19000000000005,0.0,0.0,0.0,90.779599573376,227.1569892473118,280.11,218.49,0.447,540.19,-180.0
1105,RegionD,0.0,180.0,407.87,0.0,0.0,0.0,82.88200042662402,138.03655868104943,279.95,218.36,0.4477,587.87,-180.0
1106,RegionD,0.0,180.0,470.0,0.0,0.0,0.0,22.275199999999984,114.0847307240602,279.79,218.24,0.4462,650.0,-180.0
1107,RegionD,0.0,180.0,542.35,0.0,0.0,0.0,22.39879957337598,90.0,279.63,218.11,0.4424,722.35,-180.0
1108,RegionD,0.0,180.0,571.967999573376,0.0,0.0,48.032000426623995,0.0,90.0,279.47,217.99,0.4367,800.0,-180.0
1109,RegionD,0.0,180.0,593.6,-0.0,0.0,104.04999999999995,0.0,90.0,279.32,217.87,0.4293,877.65,-180.0
1110,RegionD,0.0,180.0,625.702399573376,0.0,0.0,144.29760042662394,0.0,90.0,279.17,217.75,0.4208,950.0,-180.0
1111,RegionD,0.0,180.0,580.006400426624,0.0,0.0,252.12359957337594,0.0,90.0,429.27,334.83,0.4118,1012.13,-180.0
1112,RegionD,0.0,180.0,578.419200426624,-0.0,0.0,301.39079957337594,0.0,90.0,429.05,334.66,0.4027,1059.81,-180.0
1113,RegionD,0.0,180.0,579.9552,-0.0,0.0,329.8248,0.0,90.0,428.84,334.5,0.3943,1089.78,-180.0
1114,RegionD,0.0,180.0,493.78560000000004,0.0,0.0,426.21439999999996,0.0,90.0,428.63,334.33,0.387,1100.0,-180.0
1115,RegionD,0.0,180.0,493.299200426624,0.0,0.0,416.480799573376,0.0,90.0,428.43,334.18,0.3814,1089.78,-180.0
1116,RegionD,0.0,180.0,466.355199573376,-0.0,0.0,413.45480042662393,0.0,90.0,428.24,334.03,0.3777,1059.81,-180.0
1117,RegionD,0.0,180.0,439.641599573376,0.0,0.0,392.4884004266239,0.0,90.0,428.05,333.88,0.3763,1012.13,-180.0
1118,RegionD,0.0,180.0,413.39776,-0.0,0.0,356.60223999999994,0.0,90.0,427.88,333.75,0.3771,950.0,-180.0
1119,RegionD,0.0,180.0,349.23136,0.0,0.0,348.41864,0.0,90.0,427.71,333.61,0.3802,877.65,-180.0
1120,RegionD,0.0,180.0,353.06240042662404,-0.0,0.0,266.93759957337596,0.0,90.0,427.54,333.48,0.3853,800.0,-180.0
1121,RegionD,0.0,180.0,279.372799573376,152.56120277615776,0.0,110.41599765046624,0.0,233.4075306095883,619.71,483.37,0.3921,722.35,-180.0
1122,RegionD,0.0,180.0,293.542400426624,176.457599573376,0.0,0.0,0.0,399.27767420856173,619.5,483.21,0.4,650.0,-180.0
1123,RegionD,0.0,180.0,339.379199573376,68.49080042662399,0.0,0.0,0.0,463.6590266095883,619.3,483.05,0.4085,587.87,-180.0
1124,RegionD,0.0,180.0,312.729599573376,47.46040042662406,0.0,0.0,0.0,508.2718030106149,619.11,482.91,0.417,540.19,-180.0
1125,RegionD,0.0,180.0,321.62559999999996,8.594400000000064,0.0,0.0,0.0,516.350539010615,618.93,482.77,0.4249,510.22,-180.0
1126,RegionD,0.0,180.0,320.0,0.0,0.0,0.0,50.905600426624005,461.6133342508042,384.06,299.57,0.4317,500.0,-180.0
1127,RegionD,0.0,180.0,330.22,0.0,0.0,0.0,94.66319999999996,359.82494715403004,383.97,299.5,0.4369,510.22,-180.0
1128,RegionD,0.0,180.0,360.19000000000005,0.0,0.0,0.0,63.157200426623945,291.91397895335916,277.25,216.25,0.4402,540.19,-180.0
1129,RegionD,0.0,180.0,407.87,0.0,0.0,0.0,70.107600426624,216.52946236559143,277.19,216.21,0.4412,587.87,-180.0
1130,RegionD,0.0,180.0,470.0,0.0,0.0,0.0,78.48000000000002,132.14236559139786,277.14,216.17,0.44,650.0,-180.0
1131,RegionD,0.0,180.0,542.35,0.0,0.0,0.0,39.19240000000002,90.0,277.09,216.13,0.4366,722.35,-180.0
1132,RegionD,0.0,180.0,601.9328,0.0,0.0,18.067199999999957,0.0,90.0,277.05,216.1,0.4312,800.0,-180.0
1133,RegionD,0.0,180.0,551.4624,-0.0,0.0,146.18759999999997,0.0,90.0,277.02,216.08,0.4242,877.65,-180.0
1134,RegionD,0.0,180.0,570.329599573376,-0.0,0.0,199.67040042662404,0.0,90.0,276.99,216.05,0.4161,950.0,-180.0
1135,RegionD,0.0,180.0,598.976,0.0,0.0,233.154,0.0,90.0,426.1,332.36,0.4074,1012.13,-180.0
1136,RegionD,0.0,180.0,611.5967995733761,-0.0,0.0,268.21320042662387,0.0,90.0,426.08,332.34,0.3987,1059.81,-180.0
1137,RegionD,0.0,180.0,591.500799573376,-0.0,0.0,318.279200426624,0.0,90.0,426.06,332.33,0.3907,1089.78,-180.0
1138,RegionD,0.0,180.0,514.3168000000001,0.0,0.0,405.68319999999994,0.0,90.0,426.05,332.32,0.3838,1100.0,-180.0
1139,RegionD,0.0,180.0,447.795199573376,-0.0,0.0,461.9848004266239,0.0,90.0,426.06,332.33,0.3785,1089.78,-180.0
1140,RegionD,0.0,180.0,451.993600426624,0.0,0.0,427.816399573376,0.0,90.0,426.07,332.33,0.3753,1059.81,-180.0
1141,RegionD,0.0,180.0,446.44992042662403,-0.0,0.0,385.6800795733759,0.0,90.0,426.09,332.35,0.3742,1012.13,-180.0
1142,RegionD,0.0,180.0,401.94048,-0.0,0.0,368.05952,0.0,90.0,426.11,332.37,0.3755,950.0,-180.0
1143,RegionD,0.0,180.0,362.46783957337595,0.0,0.0,335.182160426624,0.0,90.0,426.15,332.4,0.379,877.65,-180.0
1144,RegionD,0.0,180.0,335.360000426624,-0.0,0.0,284.639999573376,0.0,90.0,426.19,332.43,0.3845,800.0,-180.0
1145,RegionD,0.0,180.0,325.4016,26.1694950650986,0.0,190.7789049349014,0.0,114.59932536119268,618.06,482.09,0.3917,722.35,-180.0
1146,RegionD,0.0,180.0,296.076800426624,173.923199573376,0.0,0.0,0.0,278.0871329601661,618.15,482.16,0.4,650.0,-180.0
1147,RegionD,0.0,180.0,320.0896,87.78039999999999,0.0,0.0,0.0,360.6007089601661,618.25,482.24,0.4089,587.87,-180.0
1148,RegionD,0.0,180.0,319.55200042662403,40.63799957337602,0.0,0.0,0.0,398.80042855913956,618.36,482.32,0.4178,540.19,-180.0
1149,RegionD,0.0,180.0,291.59680000000003,38.6232,0.0,0.0,0.0,435.1062365591396,618.49,482.42,0.4261,510.22,-180.0
1150,RegionD,0.0,180.0,320.0,0.0,0.0,0.0,30.681600426624016,402.1152683584686,383.97,299.5,0.4333,500.0,-180.0
1151,RegionD,0.0,180.0,330.22,0.0,0.0,0.0,63.27760042662396,334.07483779220627,384.06,299.57,0.439,510.22,-180.0
1152,RegionD,0.0,180.0,360.19000000000005,0.0,0.0,0.0,80.87239999999991,247.11526789973325,277.45,216.41,0.4426,540.19,-180.0
1153,RegionD,0.0,180.0,407.87,0.0,0.0,0.0,82.318799573376,158.60042964879133,277.52,216.47,0.444,587.87,-180.0
1154,RegionD,0.0,180.0,470.0,0.0,0.0,0.0,63.798399573375946,90.0,277.6,216.53,0.4432,650.0,-180.0
1155,RegionD,0.0,180.0,538.9440000000001,0.0,0.0,3.405999999999949,0.0,90.0,277.69,216.6,0.4402,722.35,-180.0
1156,RegionD,0.0,180.0,575.372799573376,-0.0,0.0,44.62720042662397,0.0,90.0,277.77,216.66,0.4352,800.0,-180.0
1157,RegionD,0.0,180.0,598.912000426624,0.0,0.0,98.73799957337599,0.0,90.0,277.86,216.73,0.4286,877.65,-180.0
1158,RegionD,0.0,180.0,593.139199573376,0.0,0.0,176.860800426624,0.0,90.0,277.96,216.81,0.4208,950.0,-180.0
1159,RegionD,0.0,180.0,585.4336000000001,-0.0,0.0,246.69639999999993,0.0,90.0,427.78,333.67,0.4125,1012.13,-180.0
1160,RegionD,0.0,180.0,599.5392,-0.0,0.0,280.2707999999999,0.0,90.0,427.94,333.79,0.4042,1059.81,-180.0
1161,RegionD,0.0,180.0,588.748800426624,0.0,0.0,321.03119957337594,0.0,90.0,428.1,333.92,0.3965,1089.78,-180.0
1162,RegionD,0.0,180.0,537.638400426624,0.0,0.0,382.361599573376,0.0,90.0,428.27,334.05,0.3899,1100.0,-180.0
1163,RegionD,0.0,180.0,460.9792,0.0,0.0,448.8008,0.0,90.0,428.44,334.18,0.385,1089.78,-180.0
1164,RegionD,0.0,180.0,434.700800426624,0.0,0.0,445.1091995733759,0.0,90.0,428.62,334.32,0.3821,1059.81,-180.0
1165,RegionD,0.0,180.0,412.38271957337605,0.0,0.0,419.747280426624,0.0,90.0,428.8,334.46,0.3814,1012.13,-180.0
1166,RegionD,0.0,180.0,411.12960042662405,0.0,0.0,358.87039957337595,0.0,90.0,428.98,334.6,0.3829,950.0,-180.0
1167,RegionD,0.0,180.0,375.26912,-0.0,0.0,322.38088,0.0,90.0,429.17,334.75,0.3867,877.65,-180.0
1168,RegionD,0.0,180.0,332.04479999999995,0.0,0.0,287.95520000000005,0.0,90.0,429.36,334.9,0.3925,800.0,-180.0
1169,RegionD,0.0,180.0,299.584,36.27035979615308,0.0,206.4956402038469,0.0,124.0941382083839,622.85,485.82,0.3999,722.35,-180.0
1170,RegionD,0.0,180.0,260.2368,209.76319999999998,0.0,0.0,0.0,321.2715462083839,623.13,486.04,0.4085,650.0,-180.0
1171,RegionD,0.0,180.0,314.111999573376,93.758000426624,0.0,0.0,0.0,409.40406660941045,623.42,486.27,0.4177,587.87,-180.0
1172,RegionD,0.0,180.0,325.798400426624,34.39159957337603,0.0,0.0,0.0,441.73217020838393,623.7,486.49,0.4268,540.19,-180.0
1173,RegionD,0.0,180.0,313.945599573376,16.274400426624027,0.0,0.0,0.0,457.0301066094105,623.99,486.71,0.4354,510.22,-180.0
1174,RegionD,0.0,180.0,320.0,0.0,0.0,0.0,64.76799957337602,387.3870963154578,387.49,302.24,0.4428,500.0,-180.0
1175,RegionD,0.0,180.0,330.22,0.0,0.0,0.0,74.70799957337596,307.05591397849446,387.67,302.38,0.4486,510.22,-180.0
1176,RegionD,0.0,180.0,360.19000000000005,0.0,0.0,0.0,63.66919999999993,238.59440860215045,280.11,218.49,0.4525,540.19,-180.0
1177,RegionD,0.0,180.0,407.87,0.0,0.0,0.0,70.00519957337599,163.32000045873542,280.25,218.59,0.4541,587.87,-180.0
