Hour,Region,Total_Load_MW,AvailableRenewable_MW,UsedRenewable_MW,RenewableCharge_MW,GridSell_MW,Curtailment_MW,GridPurchase_MW,NetImport_MW,Cost_CNY,CarbonEmission_tCO2
965,RegionE,598.4375,877.65,329.1406,0.0,220.0,328.5094,269.2969,49.2969,24256.327300999998,59.837771180000004
965,RegionF,593.9282,877.65,357.798,0.0,220.0,299.852,261.8594,41.8594,23589.954190000004,68.76427844
966,RegionA,544.32,950.0,65.3184,0.0,0.0,884.6816,479.0016,479.0016,225322.35264,294.20278271999996
966,RegionB,531.36,950.0,79.704,0.0,0.0,870.296,451.656,451.656,203606.5248,259.5215376
966,RegionC,536.544,950.0,96.5779,0.0,0.0,853.4221,439.9661,439.9661,192586.360953,239.73752789000002
966,RegionD,574.144,950.0,215.304,0.0,180.0,554.696,358.84,178.84,61365.521199999996,149.313324
966,RegionE,579.975,950.0,318.9863,0.0,220.0,411.0137,260.9887,40.9887,22192.664549,56.8955366
966,RegionF,606.9584,950.0,358.1055,0.0,220.0,371.8945,248.8529,28.8529,20187.928356999997,64.10450704
967,RegionA,544.32,1012.13,65.3184,0.0,0.0,946.8116,479.0016,479.0016,346624.717824,288.07156224
967,RegionB,531.36,1012.13,79.704,0.0,0.0,932.426,451.656,451.656,313218.91944,254.1016656
967,RegionC,536.544,1012.13,96.5779,0.0,0.0,915.5521,439.9661,439.9661,296268.77207899996,234.72191435
967,RegionD,558.336,1012.13,213.4158,0.0,180.0,618.7142,344.9202,164.9202,88389.612036,140.52048948
967,RegionE,587.0,1012.13,350.1968,0.0,220.0,441.9332,236.8032,16.8032,24901.878144000002,50.53380288
967,RegionF,616.8517,1012.13,355.0161,0.0,220.0,437.1139,261.8356,41.8356,36275.54791200001,66.03493832
968,RegionA,544.32,1059.81,65.3184,0.0,0.0,994.4916,479.0016,479.0016,346610.347776,281.94034176
968,RegionB,531.36,1059.81,79.704,0.0,0.0,980.106,451.656,451.656,313205.36976000003,248.6817936
968,RegionC,536.544,1059.81,96.5779,0.0,0.0,963.2321,439.9661,439.9661,296255.573096,229.75029741999998
968,RegionD,583.5392,1059.81,227.5803,0.0,180.0,652.2297,355.9589,175.9589,93156.79822400003,141.92081343
968,RegionE,589.7875,1059.81,377.464,0.0,220.0,462.346,212.3235,-7.6765,15552.66788500001,44.35437915
968,RegionF,638.429,1059.81,357.5202,0.0,220.0,482.2898,280.9088,60.9088,43942.746688,69.32829183999999
969,RegionA,544.32,1089.78,69.5448,0.0,0.0,1020.2352,474.7752,474.7752,343547.33472,273.80285784
969,RegionB,531.36,1089.78,83.8298,0.0,0.0,1005.9502,447.5302,447.5302,310339.81719000003,241.44254289999998
969,RegionC,536.544,1089.78,100.744,0.0,0.0,989.036,435.8,435.8,293445.93,222.95528000000002
969,RegionD,512.448,1089.78,203.8337,0.0,180.0,705.9463,308.6143,128.6143,72693.269745,120.57560701
969,RegionE,552.5,1089.78,374.1968,0.0,220.0,495.5832,178.3032,-41.6968,2560.392079999998,36.480834720000004
969,RegionF,515.3279,1089.78,280.581,0.0,220.0,589.199,234.7469,14.7469,25385.05380000001,56.76180042
970,RegionA,544.32,1100.0,73.4832,0.0,0.0,1026.5168,470.8368,470.8368,340692.800112,266.72904719999997
970,RegionB,505.683,1100.0,83.4377,0.0,0.0,1016.5623,422.2453,422.2453,292801.780832,223.790009
970,RegionC,536.544,1100.0,104.6261,0.0,0.0,995.3739,431.9179,431.9179,290827.598786,217.08193654000002
970,RegionD,508.8384,1100.0,206.0796,0.0,180.0,713.9204,302.7588,122.7588,70162.81542,116.19882744
970,RegionE,552.15,1100.0,389.7542,0.0,220.0,490.2458,162.3958,-57.6042,-3514.6439800000007,32.641555800000006
970,RegionF,508.0254,1100.0,269.2535,0.0,220.0,610.7465,238.7719,18.7719,27003.103799999997,56.73220344
971,RegionA,533.0205,1089.78,75.2695,0.0,0.0,1014.5105,457.751,457.751,331233.20110999997,255.79125879999998
971,RegionB,524.1105,1089.78,89.7346,0.0,0.0,1000.0454,434.3759,434.3759,301222.311614,227.04828293000003
971,RegionC,481.275,1089.78,96.8389,0.0,0.0,992.9411,384.4361,384.4361,258863.892296,190.56497477
971,RegionD,466.5344,1089.78,191.8451,0.0,180.0,717.9349,274.6893,94.6893,58032.580995,103.96990005
971,RegionE,460.25,1089.78,333.1596,0.0,220.0,536.6204,127.0904,-92.9096,-16997.77624,25.20202632
971,RegionF,472.0463,1089.78,244.3187,0.0,220.0,625.4613,227.7276,7.7276,22563.295200000008,53.35657668
972,RegionA,469.746,1059.81,68.5739,0.0,0.0,991.2361,401.1721,401.1721,290304.178444,222.24934340000001
972,RegionB,481.383,1059.81,84.7141,0.0,0.0,975.0959,396.6689,396.6689,275081.94877200003,205.55382398
972,RegionC,504.2382,1059.81,103.8634,0.0,0.0,955.9466,400.3748,400.3748,269604.382824,196.74417671999998
972,RegionD,460.7232,1059.81,191.652,0.0,180.0,688.158,269.0712,89.0712,55608.300504,100.98242136
972,RegionE,439.4112,1059.81,320.7702,0.0,220.0,519.0398,118.641,-101.359,-20226.629279999994,23.324820600000002
972,RegionF,428.3456,1059.81,217.616,0.0,220.0,622.194,210.7296,-9.2704,15729.913792000007,48.95248608
973,RegionA,458.7394,1012.13,68.342,0.0,0.0,943.788,390.3974,390.3974,282522.790432,215.65552376
973,RegionB,446.8649,1012.13,79.9789,0.0,0.0,932.1511,366.886,366.886,254442.77872,189.60668480000004
973,RegionC,466.3048,1012.13,97.4473,0.0,0.0,914.6827,368.8575,368.8575,248396.01765,180.77706075
973,RegionD,432.5504,1012.13,181.229,0.0,180.0,650.901,251.3214,71.3214,47939.50908000001,94.04446788
973,RegionE,424.9775,1012.13,307.627,0.0,220.0,484.503,117.3505,-102.6495,-20719.350030000016,23.000698
973,RegionF,432.2483,1012.13,217.0079,0.0,220.0,575.1221,215.2404,-4.7596,17545.450416000007,49.871200679999994
974,RegionA,404.7881,950.0,60.7182,0.0,0.0,889.2818,344.0699,344.0699,249013.70872700002,190.71794557
974,RegionB,437.423,950.0,78.7361,0.0,0.0,871.2639,358.6869,358.6869,248778.060102,186.01502633999996
974,RegionC,433.3283,950.0,90.9989,0.0,0.0,859.0011,342.3294,342.3294,230552.00431200003,168.32336598
974,RegionD,401.3478,950.0,168.5661,0.0,180.0,601.4339,232.7817,52.7817,39930.03419100001,87.40952835
974,RegionE,395.34,950.0,279.0644,0.0,220.0,450.9356,116.2756,-103.7244,-21133.009068,22.87141052
974,RegionF,411.2933,950.0,205.6466,0.0,220.0,524.3534,205.6466,-14.3534,13690.128462000008,47.8128345
975,RegionA,385.502,877.65,57.4312,0.0,0.0,820.2188,328.0708,328.0708,237460.925748,183.55561260000002
975,RegionB,384.3342,877.65,68.7873,0.0,0.0,808.8627,315.5469,315.5469,218879.107185,165.15724745999998
975,RegionC,413.5308,877.65,86.4187,0.0,0.0,791.2313,327.1121,327.1121,220323.083834,162.34573523
975,RegionD,357.76,877.65,149.8935,0.0,180.0,547.7565,207.8665,27.8665,29163.85195499999,78.7814035
975,RegionE,353.5625,877.65,239.4605,0.0,220.0,418.1895,114.102,-105.898,-21965.294980000006,22.649247000000003
975,RegionF,362.0033,877.65,181.7417,0.0,220.0,475.9083,180.2616,-39.7384,3481.9919759999902,42.28937136
976,RegionA,355.8195,800.0,51.9428,0.0,0.0,748.0572,303.8767,303.8767,219973.304363,172.48041492000002
976,RegionB,334.962,800.0,58.9469,0.0,0.0,741.0531,276.0151,276.0151,191479.95532300003,146.56401810000003
976,RegionC,316.6686,800.0,65.2276,0.0,0.0,734.7724,251.441,251.441,169375.68642,126.60054349999999
976,RegionD,311.287,800.0,129.4894,0.0,180.0,490.5106,181.7976,1.7976,17896.938432000003,69.90117719999999
976,RegionE,325.025,800.0,208.016,0.0,220.0,371.984,117.009,-102.991,-20856.71155,23.565612599999998
976,RegionF,353.1743,800.0,179.4261,0.0,220.0,400.5739,173.7482,-46.2518,864.9761120000039,41.352071599999995
977,RegionA,299.2815,722.35,42.2625,0.0,0.0,680.0875,212.019,212.019,222575.42601,122.58938580000002
977,RegionB,344.6145,722.35,59.0026,0.0,0.0,663.3474,245.1119,245.1119,246594.82699499998,132.58102671
977,RegionC,335.5608,722.35,67.5193,0.0,0.0,654.8307,229.7915,229.7915,224481.018435,117.86006035000001
977,RegionD,291.1616,722.35,119.7295,0.0,180.0,422.6205,0.0,-180.0,-88025.4,0.0
977,RegionE,294.075,722.35,175.4414,0.0,220.0,326.9086,0.0,-220.0,-95075.20000000001,0.0
977,RegionF,315.4172,722.35,163.2516,0.0,220.0,339.0984,0.0,-220.0,-100080.20000000001,0.0
978,RegionA,301.5495,650.0,40.7092,0.0,0.0,609.2908,215.8403,215.8403,226621.52298500002,127.43211312000001
978,RegionB,275.4135,650.0,45.4432,0.0,0.0,604.5568,189.4703,189.4703,190645.01586,104.64444669000001
978,RegionC,339.9216,650.0,66.2847,0.0,0.0,583.7153,235.3869,235.3869,229982.416776,123.27211953000001
978,RegionD,306.6112,650.0,124.1775,0.0,180.0,345.8225,0.4337,-179.5663,-87766.048415,0.17348
978,RegionE,270.5625,650.0,148.8094,0.0,220.0,281.1906,0.0,-220.0,-95090.6,0.0
978,RegionF,291.2491,650.0,154.362,0.0,220.0,275.638,0.0,-220.0,-100095.6,0.0
979,RegionA,344.628,587.87,44.0312,0.0,0.0,543.8388,255.5968,255.5968,268412.423552,154.27822848
979,RegionB,331.533,587.87,52.3042,0.0,0.0,535.5658,238.7288,238.7288,240251.88974400001,134.78628048
979,RegionC,339.9492,587.87,63.8304,0.0,0.0,524.0396,237.8688,237.8688,232447.770048,127.35495551999999
979,RegionD,324.7488,587.87,129.1736,0.0,180.0,278.6964,13.5752,-166.4248,-79538.577568,5.55089928
979,RegionE,303.35,587.87,166.8425,0.0,220.0,201.0275,0.0,-220.0,-95108.2,0.0
979,RegionF,325.7042,587.87,177.3364,0.0,220.0,190.5336,0.0,-220.0,-100113.2,0.0
980,RegionA,334.125,540.19,40.095,0.0,0.0,500.095,249.03,249.03,261566.1702,153.57680100000002
980,RegionB,314.2125,540.19,47.1319,0.0,0.0,493.0581,226.5806,226.5806,228071.500348,130.71434814
980,RegionC,327.5568,540.19,58.9602,0.0,0.0,481.2298,230.3466,230.3466,225140.76684,126.02262486000001
980,RegionD,306.3808,540.19,119.4885,0.0,180.0,240.7015,4.8923,-175.1077,-85003.309133,2.04400294
980,RegionE,307.175,540.19,168.9463,0.0,204.1841,167.0597,0.0,-204.1841,-88287.162999,0.0
980,RegionF,311.531,540.19,174.4574,0.0,201.153,164.5797,0.0,-201.153,-91554.78795,0.0
981,RegionA,343.737,510.22,41.2484,0.0,0.0,468.9716,257.4886,257.4886,270507.22361600003,161.98607826
981,RegionB,362.691,510.22,54.4036,0.0,0.0,455.8164,267.7874,267.7874,269605.676446,157.5928849
981,RegionC,393.7692,510.22,70.8785,0.0,0.0,439.3415,284.6407,284.6407,278267.594727,158.8295106
981,RegionD,356.2752,510.22,136.181,0.0,180.0,194.039,184.2263,4.2263,27497.065146000008,78.49882643
981,RegionE,319.925,510.22,175.9588,0.0,183.8437,150.4176,0.0,-183.8437,-79508.72337600001,0.0
981,RegionF,335.3816,510.22,193.0219,0.0,174.459,142.7392,5.4038,-169.0552,-76268.53188,1.42552244
982,RegionA,372.9645,500.0,44.7557,54.6293,0.0,400.6149,328.2088,328.2088,214064.343536,209.95516936
982,RegionB,389.583,500.0,58.4374,49.5,0.0,392.0625,331.1456,331.1456,206982.55727999998,198.15752704000002
982,RegionC,401.9802,500.0,72.3564,46.75,0.0,380.8936,329.6238,329.6238,200058.572934,187.0615065
982,RegionD,405.76,500.0,152.16,69.568,153.0496,125.2224,253.6,100.5504,52281.212032,109.88488
982,RegionE,359.45,500.0,197.6975,60.4605,133.0131,108.8289,161.7525,28.7394,19966.045725000004,36.7178175
982,RegionF,384.683,500.0,226.963,54.6074,120.1363,98.2933,157.72,37.5837,23195.719531000002,42.316275999999995
983,RegionA,428.8275,510.22,51.4593,55.0,0.0,403.7607,377.3682,377.3682,246187.466316,244.53459360000002
983,RegionB,383.157,510.22,57.4735,49.5,0.0,403.2465,325.6834,325.6834,203617.26168000003,197.42927708
983,RegionC,445.4502,510.22,80.181,46.75,0.0,383.289,365.2692,365.2692,221747.62593600003,209.95673616
983,RegionD,428.0064,510.22,157.8431,70.4754,155.0458,126.8557,270.1633,115.1175,58142.606326,118.6016887
983,RegionE,429.7625,510.22,236.3694,54.7701,120.4943,98.5862,193.3931,72.8988,34227.22905300001,44.46107369
983,RegionF,428.2186,510.22,257.9702,50.45,110.9899,90.8099,170.2484,59.2585,30326.282882000003,46.25649028
984,RegionA,447.7815,540.19,53.7338,55.0,0.0,431.4562,412.0477,412.0477,194193.960533,269.23196718
984,RegionB,511.3395,540.19,76.7009,49.5,0.0,413.9891,450.8386,450.8386,203621.25368999998,275.55255231999996
984,RegionC,469.8624,540.19,84.5752,46.75,0.0,408.8648,400.5872,400.5872,175681.522432,232.18034112
984,RegionD,474.1376,540.19,172.5952,73.519,161.7417,132.3341,363.9424,202.2007,66926.455086,161.08090624000002
984,RegionE,429.1625,540.19,236.0394,60.8301,133.8263,109.4942,250.7231,116.8968,36399.885168,58.11761458
984,RegionF,463.1944,540.19,283.4572,51.3466,112.9625,92.4238,239.7372,126.7748,39700.059701,65.6879928
985,RegionA,521.262,587.87,62.5514,55.0,0.0,470.3186,476.7106,476.7106,224730.911052,312.4837983
985,RegionB,516.915,587.87,77.5372,49.5,0.0,460.8328,455.5777,455.5777,205820.89330599998,279.36024563999996
985,RegionC,513.7326,587.87,92.4719,46.75,0.0,448.6481,436.5607,436.5607,191510.447876,253.86004705
985,RegionD,487.0016,587.87,175.8184,82.4103,180.0,149.6413,373.5832,193.5832,65650.614128,165.8709408
985,RegionE,474.05,587.87,260.7275,65.4285,143.9427,117.7713,270.9225,126.9798,39471.997638000015,63.01657350000001
985,RegionF,493.1156,587.87,304.7235,56.6293,124.5845,101.9327,248.3921,123.8076,39603.769329999996,68.28298828999999
986,RegionA,544.32,650.0,65.3184,0.0,0.0,584.6816,486.3456,486.3456,229341.131136,318.21592608
986,RegionB,531.36,650.0,79.704,0.0,0.0,570.296,457.932,457.932,206944.05012000003,280.3001772
986,RegionC,536.544,650.0,96.5779,0.0,0.0,553.4221,445.8934,445.8934,195662.482854,258.79652936
986,RegionD,532.2368,650.0,191.6052,91.679,180.0,186.7158,403.0316,223.0316,73965.18950800001,178.62360512
986,RegionE,507.35,650.0,279.0425,74.1915,163.2213,133.5447,285.9075,122.6862,39470.50763100001,66.3877215
986,RegionF,522.1224,650.0,323.7159,65.2568,143.565,117.4623,258.4065,114.8415,38361.26277,70.9067436
987,RegionA,544.32,722.35,65.3184,0.0,0.0,657.0316,479.0016,479.0016,225945.05472,311.25523968000005
987,RegionB,531.36,722.35,79.704,0.0,0.0,642.646,451.656,451.656,204171.09480000002,274.5616824
987,RegionC,536.544,722.35,96.5779,0.0,0.0,625.7721,439.9661,439.9661,193123.119595,253.59646004
987,RegionD,547.904,722.35,197.8055,104.9089,180.0,239.6356,412.4985,232.4985,76653.55243499999,181.5818397
987,RegionE,530.2,722.35,291.61,86.148,189.5256,155.0664,296.19,106.6644,36934.41949199999,68.301414
987,RegionF,533.2857,722.35,329.5469,78.5606,172.8334,141.4091,263.7388,90.9055,33786.514634,71.868823
988,RegionA,544.32,800.0,65.3184,0.0,0.0,734.6816,479.0016,479.0016,226021.694976,307.71062784
988,RegionB,531.36,800.0,79.704,0.0,0.0,720.296,451.656,451.656,204238.8432,271.445256
988,RegionC,536.544,800.0,96.5779,0.0,0.0,703.4221,439.9661,439.9661,193184.71484899998,250.73668038999998
988,RegionD,562.88,800.0,204.8991,57.1416,180.0,357.9592,420.3809,240.3809,78899.33762,182.94976767999998
988,RegionE,560.55,800.0,308.3025,64.1053,220.0,207.5922,309.8475,89.8475,34429.42140000001,70.64523000000001
988,RegionF,583.7428,800.0,357.2281,88.5544,194.8196,159.3979,286.5147,91.695,35272.199845999996,77.18706017999999
989,RegionA,544.32,877.65,65.3184,0.0,0.0,812.3316,479.0016,479.0016,226098.33523199998,303.06431232
989,RegionB,531.36,877.65,79.704,0.0,0.0,797.946,451.656,451.656,204306.5916,267.3351864
989,RegionC,536.544,877.65,96.5779,0.0,0.0,781.0721,439.9661,439.9661,193250.709764,246.90897532
989,RegionD,607.0656,877.65,223.8778,0.0,180.0,473.7722,383.1878,203.1878,68442.24081999998,164.23429108
989,RegionE,599.3125,877.65,329.6219,0.0,220.0,328.0281,269.6906,49.6906,24437.122272000008,60.545539700000006
989,RegionF,597.027,877.65,359.6648,8.4247,220.0,289.5604,297.3622,77.3622,32978.489706,78.89019165999999
990,RegionA,544.32,950.0,65.3184,0.0,0.0,884.6816,479.0016,479.0016,226174.975488,297.55579392
990,RegionB,531.36,950.0,79.704,0.0,0.0,870.296,451.656,451.656,204378.85656,262.5024672
990,RegionC,536.544,950.0,96.5779,0.0,0.0,853.4221,439.9661,439.9661,193316.704679,242.46531771
990,RegionD,574.4768,950.0,215.4288,0.0,180.0,554.5712,359.048,179.048,61658.736000000004,151.0873984
990,RegionE,594.15,950.0,326.7825,0.0,220.0,403.2175,267.3675,47.3675,23867.054675,58.927797000000005
990,RegionF,564.2991,950.0,332.9365,0.0,220.0,397.0635,231.3626,11.3626,15676.83723199999,60.2699573
991,RegionA,544.32,1012.13,65.3184,0.0,0.0,946.8116,479.0016,479.0016,348090.46272,291.7119744
991,RegionB,531.36,1012.13,79.704,0.0,0.0,932.426,451.656,451.656,314542.27152,257.3084232
991,RegionC,536.544,1012.13,96.5779,0.0,0.0,915.5521,439.9661,439.9661,297518.27580299997,237.66968722
991,RegionD,615.2064,1012.13,235.1537,0.0,180.0,596.9763,380.0527,200.0527,104009.27179999999,156.77173875
991,RegionE,568.925,1012.13,339.4135,0.0,220.0,452.7165,229.5115,9.5115,22211.545595000003,49.59743515
991,RegionF,612.4194,1012.13,352.4652,0.0,220.0,439.6648,259.9542,39.9542,35670.70962400001,66.39230268000001
992,RegionA,544.32,1059.81,65.3184,0.0,0.0,994.4916,479.0016,479.0016,348219.793152,285.82025472
992,RegionB,531.36,1059.81,79.704,0.0,0.0,980.106,451.656,451.656,314659.70207999996,252.11437920000003
992,RegionC,536.544,1059.81,96.5779,0.0,0.0,963.2321,439.9661,439.9661,297632.666989,232.87405672999998
992,RegionD,620.608,1059.81,242.0371,0.0,180.0,637.7729,378.5709,198.5709,103405.14194400002,153.01835778
992,RegionE,562.3875,1059.81,359.928,0.0,220.0,479.882,202.4595,-17.5405,11840.26096,42.860676149999996
992,RegionF,598.0557,1059.81,334.9112,0.0,220.0,504.8988,263.1445,43.1445,36971.76921500001,65.83875389999999
993,RegionA,544.32,1089.78,69.5448,0.0,0.0,1020.2352,474.7752,474.7752,345280.2642,277.88592456000003
993,RegionB,531.36,1089.78,83.8298,0.0,0.0,1005.9502,447.5302,447.5302,311906.17289,245.02278449999997
993,RegionC,536.544,1089.78,100.744,0.0,0.0,989.036,435.8,435.8,294927.65,226.26736
993,RegionD,565.184,1089.78,224.8102,0.0,180.0,684.9698,340.3738,160.3738,86854.152554,134.95821170000002
993,RegionE,575.5625,1089.78,389.8165,0.0,220.0,479.9635,185.746,-34.254,5429.087180000002,38.579444200000005
993,RegionF,587.8703,1089.78,320.0782,0.0,220.0,549.7018,267.7921,47.7921,38865.24216299999,65.74296055
994,RegionA,543.429,1100.0,73.3629,0.0,0.0,1026.6371,470.0661,470.0661,341991.890394,270.57004716
994,RegionB,531.36,1100.0,87.6744,0.0,0.0,1012.3256,443.6856,443.6856,309350.91088800004,238.9246956
994,RegionC,536.544,1100.0,104.6261,0.0,0.0,995.3739,431.9179,431.9179,292417.056658,220.53727974
994,RegionD,530.6496,1100.0,214.9131,0.0,180.0,705.0869,315.7365,135.7365,76183.70925,123.10566135
994,RegionE,521.3875,1100.0,368.0394,0.0,220.0,511.9606,153.3481,-66.6519,-7007.396562000002,31.32901683
994,RegionF,499.2878,1100.0,264.6225,0.0,220.0,615.3775,234.6653,14.6653,25489.967607000013,56.64820342
995,RegionA,511.677,1089.78,72.2555,0.0,0.0,1017.5245,439.4215,439.4215,319828.54456,249.7671806
995,RegionB,517.725,1089.78,88.6414,0.0,0.0,1001.1386,429.0836,429.0836,299290.101836,228.14375011999996
995,RegionC,535.8402,1089.78,107.8181,0.0,0.0,981.9619,428.0221,428.0221,289895.088109,215.80874282
995,RegionD,470.7328,1089.78,193.5715,0.0,180.0,716.2085,277.1613,97.1613,59447.47388399999,106.7071005
995,RegionE,456.8375,1089.78,330.6894,0.0,220.0,539.0906,126.1481,-93.8519,-17460.06886600001,25.444071769999997
995,RegionF,479.7679,1089.78,248.3152,0.0,220.0,621.4648,231.4527,11.4527,24202.099245000005,55.15517841
996,RegionA,481.491,1059.81,70.2884,0.0,0.0,989.5216,411.2026,411.2026,299413.061164,231.9182664
996,RegionB,471.2985,1059.81,82.9395,0.0,0.0,976.8705,388.359,388.359,270996.9102,204.8982084
996,RegionC,519.6942,1059.81,107.047,0.0,0.0,952.763,412.6472,412.6472,279601.48977600003,206.44739416
996,RegionD,458.3552,1059.81,190.6669,0.0,180.0,689.1431,267.6883,87.6883,55352.734138000014,102.28369943000001
996,RegionE,439.7,1059.81,320.981,0.0,220.0,518.829,118.719,-101.281,-20321.2883,23.7556719
996,RegionF,425.7078,1059.81,216.2759,0.0,220.0,623.5341,209.4319,-10.5681,15302.792188000007,49.53064435
997,RegionA,439.6005,1012.13,65.4907,0.0,0.0,946.6393,374.1098,374.1098,272520.28381,210.62381739999998
997,RegionB,447.4076,1012.13,80.076,0.0,0.0,932.054,367.3316,367.3316,256434.18996,193.43682055999997
997,RegionC,456.6558,1012.13,95.4309,0.0,0.0,916.6991,361.2249,361.2249,244863.522963,180.39571506
997,RegionD,427.8477,1012.13,179.2587,0.0,180.0,652.8713,248.589,68.589,47067.44445000001,94.8118446
997,RegionE,413.6863,1012.13,299.4537,0.0,220.0,492.6763,114.2326,-105.7674,-22055.734604000005,22.82367348
997,RegionF,439.7375,1012.13,220.7678,0.0,220.0,571.3622,218.9697,-1.0303,19169.637589999984,51.69874617
998,RegionA,420.0836,950.0,63.0125,0.0,0.0,886.9875,357.0711,357.0711,260222.705547,201.85229283
998,RegionB,428.409,950.0,77.1136,0.0,0.0,872.8864,351.2954,351.2954,245344.70735999997,185.76500752
998,RegionC,429.1772,950.0,90.1272,0.0,0.0,859.8728,339.05,339.05,229930.148,170.03357499999998
998,RegionD,397.5501,950.0,166.971,0.0,180.0,603.029,230.5791,50.5791,39249.047484,88.28873739000001
998,RegionE,369.77,950.0,261.0149,0.0,220.0,468.9851,108.7551,-111.2449,-24171.725887,21.81627306
998,RegionF,406.8191,950.0,203.4096,0.0,220.0,526.5904,203.4096,-16.5905,12878.44475200001,48.22841616
999,RegionA,395.8888,877.65,58.9786,0.0,0.0,818.6714,336.9102,336.9102,245637.85771799998,192.34203318
999,RegionB,369.9419,877.65,66.2114,0.0,0.0,811.4386,303.7305,303.7305,212219.53765500002,162.22246005
999,RegionC,416.1293,877.65,86.9618,0.0,0.0,790.6882,329.1675,329.1675,223326.98205000002,166.69042199999998
999,RegionD,366.5024,877.65,153.5564,0.0,180.0,544.0936,212.946,32.946,31587.876780000006,82.3462182
999,RegionE,361.4137,877.65,244.778,0.0,220.0,412.872,116.6357,-103.3643,-21149.382640000003,23.63039282
999,RegionF,361.1931,877.65,181.335,0.0,220.0,476.315,179.8581,-40.1419,3344.723404999997,43.05802914
1000,RegionA,352.7415,800.0,51.4935,0.0,0.0,748.5065,301.248,301.248,219736.31616,174.5430912
1000,RegionB,333.207,800.0,58.638,0.0,0.0,741.362,274.569,274.569,191929.22238000002,148.84385490000003
1000,RegionC,354.8946,800.0,73.1015,0.0,0.0,726.8985,281.7931,281.7931,191269.88455599998,144.84165339999998
1000,RegionD,322.8672,800.0,134.3065,0.0,180.0,485.6935,188.5607,8.5607,20980.412134,74.01007475
1000,RegionE,302.55,800.0,193.632,0.0,220.0,386.368,108.918,-111.082,-24131.437539999984,22.3935408
1000,RegionF,303.8856,800.0,154.3856,0.0,220.0,425.6144,149.5,-70.5,-8955.71499999999,36.3285
1001,RegionA,330.7905,722.35,46.712,0.0,0.0,675.638,239.0785,239.0785,252976.13320500002,141.1519464
1001,RegionB,330.8445,722.35,56.6449,0.0,0.0,665.7051,233.6996,233.6996,236983.07937999998,129.07228908000002
1001,RegionC,311.3004,722.35,62.6378,0.0,0.0,659.7122,210.4126,210.4126,207182.76658999998,110.19307862000001
1001,RegionD,322.2144,722.35,132.4988,0.0,180.0,409.8512,7.7156,-172.2844,-83848.003736,3.08546844
1001,RegionE,306.9625,722.35,183.13,0.0,220.0,319.22,0.0,-220.0,-95832.0,0.0
1001,RegionF,302.6664,722.35,156.6521,0.0,220.0,345.6979,0.0,-220.0,-100874.4,0.0
1002,RegionA,280.341,650.0,37.846,0.0,0.0,612.154,197.495,197.495,209072.15689999997,119.089485
1002,RegionB,308.7855,650.0,50.9496,0.0,0.0,599.0504,217.3359,217.3359,220489.443909,122.59918119000001
1002,RegionC,323.6514,650.0,63.112,0.0,0.0,586.888,222.2894,222.2894,218977.28794,118.90260006000001
1002,RegionD,315.008,650.0,127.5782,0.0,180.0,342.4218,5.4298,-174.5702,-85332.31754599999,2.2180733
1002,RegionE,292.1875,650.0,160.7031,0.0,220.0,269.2969,0.0,-220.0,-95876.0,0.0
1002,RegionF,290.7919,650.0,154.1197,0.0,220.0,275.8803,0.0,-220.0,-100920.6,0.0
1003,RegionA,341.064,587.87,43.5759,0.0,0.0,544.2941,252.4881,252.4881,267412.671591,155.65891365000002
1003,RegionB,312.822,587.87,49.3522,0.0,0.0,538.5178,222.9698,222.9698,226309.887604,128.60898064
1003,RegionC,303.669,587.87,57.0183,0.0,0.0,530.8517,208.4007,208.4007,205391.393892,113.97434283000001
1003,RegionD,317.4528,587.87,126.2715,0.0,180.0,281.5985,9.1813,-170.8187,-82999.244124,3.8350290100000004
1003,RegionE,290.775,587.87,159.9263,0.0,220.0,207.9438,0.0,-220.0,-95920.0,0.0
1003,RegionF,326.1741,587.87,177.5923,0.0,220.0,190.2777,0.0,-220.0,-100966.8,0.0
1004,RegionA,352.566,540.19,42.3079,0.0,0.0,497.8821,265.2581,265.2581,281067.48276,167.13912881000002
1004,RegionB,335.259,540.19,50.2889,0.0,0.0,489.9012,244.4702,244.4702,248247.26459,144.09073588
1004,RegionC,368.3634,540.19,66.3054,0.0,0.0,473.8846,263.808,263.808,260119.96415999997,147.44229119999997
1004,RegionD,279.3856,540.19,108.9604,0.0,180.0,251.2296,0.0,-180.0,-88848.0,0.0
1004,RegionE,306.9125,540.19,168.8019,0.0,204.2635,167.1247,0.0,-204.2635,-89101.78133499999,0.0
1004,RegionF,294.1701,540.19,164.7353,0.0,206.5001,168.9546,0.0,-206.5001,-94816.58591600001,0.0
1005,RegionA,366.336,510.22,43.9603,0.0,0.0,466.2597,277.3757,277.3757,294045.97956999997,178.26936239
1005,RegionB,373.0185,510.22,55.9528,0.0,0.0,454.2672,276.5657,276.5657,280971.391601,166.29895541
1005,RegionC,344.103,510.22,61.9385,0.0,0.0,448.2815,243.9145,243.9145,240616.77596,139.0800479
1005,RegionD,364.2496,510.22,139.2291,0.0,180.0,190.9909,188.1457,8.1457,30229.405584000007,81.91863778
1005,RegionE,305.9,510.22,168.245,0.0,188.0863,153.8887,0.0,-188.0863,-82082.74218300001,0.0
1005,RegionF,338.2518,510.22,194.6738,0.0,173.5504,141.9958,0.0,-173.5504,-79723.847248,0.0
